id,name,neighbourhood,room_type,price,minimum_nights,number_of_reviews,availability_365,description,accommodates,bedrooms,review_scores_rating
1130373128291950952,"City Views from Sleek Rooms in Downtown SF, Pool",Downtown/Civic Center,Hotel room,486,1,0,300,"Discover the vibrant heart of San Francisco from our doorstep. We offer unparalleled access to iconic landmarks like Union Square, the Golden Gate Bridge, and Chinatown, ensuring your stay is filled with exploration and delight in the city's rich culture and thrilling attractions. Perfect for leisure and business travelers alike, our location promises an unforgettable experience.",4,1.0,
1130373135495330733,Asian-inspired Stay - Union Square SF | 2 Units,Downtown/Civic Center,Hotel room,284,1,0,300,"Discover the vibrant heart of San Francisco from our doorstep. We offer unparalleled access to iconic landmarks like Union Square, the Golden Gate Bridge, and Chinatown, ensuring your stay is filled with exploration and delight in the city's rich culture and thrilling attractions. Perfect for leisure and business travelers alike, our location promises an unforgettable experience.",8,2.0,
1130373136421903081,"Imperial Club Floor 2 Queen, Hotel Nikko | 2 Units",Downtown/Civic Center,Hotel room,615,1,0,300,"Discover the vibrant heart of San Francisco from our doorstep. We offer unparalleled access to iconic landmarks like Union Square, the Golden Gate Bridge, and Chinatown, ensuring your stay is filled with exploration and delight in the city's rich culture and thrilling attractions. Perfect for leisure and business travelers alike, our location promises an unforgettable experience.",8,2.0,
1130373137833554415,Chic City Views! Stay in San Francisco | 3 Units,Downtown/Civic Center,Hotel room,299,1,0,300,"Discover the vibrant heart of San Francisco from our doorstep. We offer unparalleled access to iconic landmarks like Union Square, the Golden Gate Bridge, and Chinatown, ensuring your stay is filled with exploration and delight in the city's rich culture and thrilling attractions. Perfect for leisure and business travelers alike, our location promises an unforgettable experience.",12,3.0,
1130373137975268186,"Hotel Nikko, Imperial Club Floor 2 Queen | 3 Units",Downtown/Civic Center,Hotel room,676,1,0,300,"Discover the vibrant heart of San Francisco from our doorstep. We offer unparalleled access to iconic landmarks like Union Square, the Golden Gate Bridge, and Chinatown, ensuring your stay is filled with exploration and delight in the city's rich culture and thrilling attractions. Perfect for leisure and business travelers alike, our location promises an unforgettable experience.",12,3.0,
1130373140579501330,Downtown Hub w/ Indoor Pool & Restaurant | 4 Units,Downtown/Civic Center,Hotel room,657,1,0,300,"Discover the vibrant heart of San Francisco from our doorstep. We offer unparalleled access to iconic landmarks like Union Square, the Golden Gate Bridge, and Chinatown, ensuring your stay is filled with exploration and delight in the city's rich culture and thrilling attractions. Perfect for leisure and business travelers alike, our location promises an unforgettable experience.",16,4.0,
1130373142570680599,"Imperial 2 Queen Club Floor, Hotel Nikko | 4 Units",Downtown/Civic Center,Hotel room,393,1,0,300,"Discover the vibrant heart of San Francisco from our doorstep. We offer unparalleled access to iconic landmarks like Union Square, the Golden Gate Bridge, and Chinatown, ensuring your stay is filled with exploration and delight in the city's rich culture and thrilling attractions. Perfect for leisure and business travelers alike, our location promises an unforgettable experience.",16,4.0,
1130376478094121403,"Asian-styled Flat, Junior Suite, Hotel Nikko SF",Downtown/Civic Center,Hotel room,276,1,0,284,"Discover the vibrant heart of San Francisco from our doorstep. We offer unparalleled access to iconic landmarks like Union Square, the Golden Gate Bridge, and Chinatown, ensuring your stay is filled with exploration and delight in the city's rich culture and thrilling attractions. Perfect for leisure and business travelers alike, our location promises an unforgettable experience.",2,1.0,
1130376501123617613,Experience California-Asian Cuisine - Heart of SF,Downtown/Civic Center,Hotel room,322,1,0,284,"Discover the vibrant heart of San Francisco from our doorstep. We offer unparalleled access to iconic landmarks like Union Square, the Golden Gate Bridge, and Chinatown, ensuring your stay is filled with exploration and delight in the city's rich culture and thrilling attractions. Perfect for leisure and business travelers alike, our location promises an unforgettable experience.",2,1.0,
1130380528449366099,"Executive Suite w/ Parlor Area, Hotel Nikko SF",Downtown/Civic Center,Hotel room,271,1,0,0,"Discover the vibrant heart of San Francisco from our doorstep. We offer unparalleled access to iconic landmarks like Union Square, the Golden Gate Bridge, and Chinatown, ensuring your stay is filled with exploration and delight in the city's rich culture and thrilling attractions. Perfect for leisure and business travelers alike, our location promises an unforgettable experience.",2,1.0,
1130380537980459134,"Panoramic City Views in Sleek SF Suites, Parking",Downtown/Civic Center,Hotel room,285,1,0,0,"Discover the vibrant heart of San Francisco from our doorstep. We offer unparalleled access to iconic landmarks like Union Square, the Golden Gate Bridge, and Chinatown, ensuring your stay is filled with exploration and delight in the city's rich culture and thrilling attractions. Perfect for leisure and business travelers alike, our location promises an unforgettable experience.",2,1.0,
1130381507335846785,SF’s Union Square Hotel with On-site Restaurant,Downtown/Civic Center,Hotel room,246,1,1,284,"Discover the vibrant heart of San Francisco from our doorstep. We offer unparalleled access to iconic landmarks like Union Square, the Golden Gate Bridge, and Chinatown, ensuring your stay is filled with exploration and delight in the city's rich culture and thrilling attractions. Perfect for leisure and business travelers alike, our location promises an unforgettable experience.",2,1.0,5.0
1130381517453346961,"Central Location, Petite One Queen, Hotel Nikko",Downtown/Civic Center,Hotel room,166,1,0,284,"Discover the vibrant heart of San Francisco from our doorstep. We offer unparalleled access to iconic landmarks like Union Square, the Golden Gate Bridge, and Chinatown, ensuring your stay is filled with exploration and delight in the city's rich culture and thrilling attractions. Perfect for leisure and business travelers alike, our location promises an unforgettable experience.",2,1.0,
1130381934368458109,"Modern Asian-styled Experience in a SF Hotel, Pool",Downtown/Civic Center,Hotel room,291,1,0,300,"Discover the vibrant heart of San Francisco from our doorstep. We offer unparalleled access to iconic landmarks like Union Square, the Golden Gate Bridge, and Chinatown, ensuring your stay is filled with exploration and delight in the city's rich culture and thrilling attractions. Perfect for leisure and business travelers alike, our location promises an unforgettable experience.",2,1.0,
1130381959403512574,"Imperial Floor King Bed, Hotel Nikko, Pvt Access",Downtown/Civic Center,Hotel room,368,1,0,300,"Discover the vibrant heart of San Francisco from our doorstep. We offer unparalleled access to iconic landmarks like Union Square, the Golden Gate Bridge, and Chinatown, ensuring your stay is filled with exploration and delight in the city's rich culture and thrilling attractions. Perfect for leisure and business travelers alike, our location promises an unforgettable experience.",2,1.0,
1130604097691664342,Sunny and cozy spacious room,Outer Mission,Private room,88,2,10,269,"(This room is on a second floor. Climbing stair is needed). Spacious private one bedroom, share one full bath and a tiny dining area. There is everything you can find around here (food, cafe, market, etc.) Close to freeway and BART station. Convenient with many public transportation lines and more.",1,1.0,4.6
1130724542234160562,The Crown Jewel Suite 3,Russian Hill,Private room,97,2,41,244,"1 one-bedroom suite, 1 single bed, private en-suite bath & private outdoor patio access. Shared living areas in a spacious single-family home. Fully equipped designer kitchen, top grade appliances, formal dining room. Cozy living room, comfortable furniture, HDTV, high speed internet. Beautifully landscaped, private garden. Magnificent roof deck. Views of Alcatraz, Coit Tower, Treasure Island, SF Bay. Elevator from garage to all levels. Complimentary laundry facilities.",1,1.0,4.98
1130865946153741905,Popular Affordable Swank Hotel @ Union square,Financial District,Private room,124,1,0,364,"Swanky, plush, locally acclaimed, exclusive hotel, affordably priced and conveniently located in Union Square /Chinatown area.",2,1.0,
1131156806833505548,The Crown Jewel Suite 2,Russian Hill,Private room,158,2,49,219,"One one-bedroom suite with 1 Queen bed & private en-suite bath. Shared living areas in a spacious single-family home. Fully equipped designer kitchen, top grade appliances, formal dining room with city views. Cozy living room, comfortable furniture. Beautifully landscaped private garden with seating area. Magnificent roof deck views of Alcatraz, San Francisco Bay. Elevator from garage to all levels. Complimentary laundry facilities. Garage parking $30/day",2,1.0,4.96
1131393961109681229,Beautiful 5 bedroom SF house. Close to everything,Haight Ashbury,Entire home/apt,506,1,80,197,"This beautiful 5 bedroom 3 bathroom house has 3 floors. It has 1 room in the garage level and the rest are on the tip floor. The house is centrally located and a short walk to the Painted ladies, Haight and Ashbury, and so much more.",12,5.0,4.78
1131473027888978717,Cozy Hilltop California Bungalow Retreat,Noe Valley,Entire home/apt,355,5,7,189,"Centrally located at the intersection of Noe Valley, the Mission, and the Castro, this one of a kind California Bungalow is quintessential San Francisco. With a one of a kind, spacious backyard, and gorgeous views of the city from atop a hill, 433 Liberty Street provides its guests a perfect balance of secluded indoor and outdoor privacy, while being mere steps away from the bustling restaurants and shops of San Francisco's most unique neighborhood.",2,1.0,4.86
1131578237651491879,Near Union Square | Spacious Suite w/ Living Area,Financial District,Hotel room,458,1,0,224,"Welcome to your palace of comfort; a relaxing spot that you can boldly call a home away from home. This is a luxurious, waterfront hotel set-up to serve exclusive accommodation offerings and an unforgettable enjoyable experience to people of all abilities. This perfect, family-friendly accommodation spot in San Francisco is a fine blend of excellence, homeliness, tranquility, and liveliness. Just what you need to enjoy your purpose for lodging.",4,1.0,
1131578471073673286,2 Spacious Penthouse Suite w/ Living Area,Financial District,Hotel room,424,1,0,0,"Welcome to your palace of comfort; a relaxing spot that you can boldly call a home away from home. This is a luxurious, waterfront hotel set-up to serve exclusive accommodation offerings and an unforgettable enjoyable experience to people of all abilities. This perfect, family-friendly accommodation spot in San Francisco is a fine blend of excellence, homeliness, tranquility, and liveliness. Just what you need to enjoy your purpose for lodging.",8,2.0,
1131578965856984508,Near Union Square | 3 Family Suite w/ Living Area,Financial District,Hotel room,860,1,0,0,"Welcome to your palace of comfort; a relaxing spot that you can boldly call a home away from home. This is a luxurious, waterfront hotel set-up to serve exclusive accommodation offerings and an unforgettable enjoyable experience to people of all abilities. This perfect, family-friendly accommodation spot in San Francisco is a fine blend of excellence, homeliness, tranquility, and liveliness. Just what you need to enjoy your purpose for lodging.",12,3.0,
1131579116687634497,"Harbor View Hotel Beside | Family Stay, 4 Rooms",Financial District,Hotel room,991,1,0,0,"Welcome to your palace of comfort; a relaxing spot that you can boldly call a home away from home. This is a luxurious, waterfront hotel set-up to serve exclusive accommodation offerings and an unforgettable enjoyable experience to people of all abilities. This perfect, family-friendly accommodation spot in San Francisco is a fine blend of excellence, homeliness, tranquility, and liveliness. Just what you need to enjoy your purpose for lodging.",16,4.0,
1132393089725540369,Comfy Value Lodging @ Union Sq 1k.,Financial District,Private room,114,1,2,59,"Basic, Affordable, clean ,comfortable & quiet rooms in centrally located happening Union Square /Chinatown area. Great affordable rooms for thrifty travelers, students or entrepreneurs that want to wake up in the mix of things",1,1.0,4.5
1132714411052392674,Gorgeous Bay View SF Apartment,Treasure Island/YBI,Private room,103,180,0,263,"This is a beautiful fully furnished apartment in Ferry Island. You get a gym, clothes washer/dryer plus a ferry pass to San Francisco for two people.",2,1.0,
1133090559451954266,Modern SF Home | Portola | 2B 2BA Kit & LR,Excelsior,Entire home/apt,128,30,0,347,"~Welcome to our stylish and comfortable family home in the heart of San Francisco's Portola District! ~ Perfectly situated for a relaxing stay, our modern abode offers a blend of convenience and tranquility.",2,2.0,
1133399341737500640,Birds of Paradise,Excelsior,Private room,82,2,20,321,Birds of Paradise: Your Urban Jungle in the Heart of San Francisco,2,1.0,4.9
1133404090161914795,2 Story Victorian house in Pacific Heights,Western Addition,Entire home/apt,499,4,3,263,"Our home is located within the central location of Pacific Heights / Japantown within blocks of Fillmore Street, one of the best neighborhoods in San Francisco filled with boutiques, restaurants and shops. You can walk from within 5 different parks within more than 5 blocks of a walk. The house has two two-story, renovated Victorian San Francisco house with 12-foot ceilings, 4 bedrooms, a large kitchen with new Braun appliances and two patios.",5,4.0,4.33
1133553237995521150,"WorldMark San Francisco, 1 BR Hotel",Downtown/Civic Center,Entire home/apt,408,1,2,57,"𝐖𝐨𝐫𝐥𝐝𝐌𝐚𝐫𝐤 𝐒𝐚𝐧 𝐅𝐫𝐚𝐧𝐜𝐢𝐬𝐜𝐨 resort is the perfect home base for your Bay Area adventure. A mere tenth of a mile from the cable car stop, head for the city’s hills and take in the architecture, Pacific views, and cultural richness.",4,1.0,5.0
1133577709033350621,Outer Sunset Private Studio * A/C * W/D * Patio,Outer Sunset,Entire home/apt,284,1,28,155,"Less than a mile away from the Pacific Ocean, this private studio apartment in San Francisco’s Sunset District provides you space and tranquility after a busy day of exploring. Wake up to coffee (we provide complimentary coffee) and go run around town! Return and heat up some of the City's amazing food you picked up while out... or better yet, order in (GrubHub, Caviar, PostMates, DoorDash, UberEats, you name it, no matter your budget, you can get it delivered here)",4,1.0,4.64
1133657677090684540,New 2bd near Oracle Park: Bay Waterfront,South of Market,Entire home/apt,498,4,4,16,"I’d love to welcome you to my cozy two-bedroom apartment right in the heart of San Francisco's vibrant Mission Rock neighborhood. It's not just any place—it's a comfortable, stylish, and new apartment, ideally situated in the dynamic Mission Rock neighborhood. Just a stone’s throw from Oracle Park (home of the SF Giants), the picturesque San Francisco Bay, Downtown SF and Chase Arena.",3,2.0,5.0
1134805197946399022,490 Ellington Private BR+Bonus twin Rm + Living,Outer Mission,Entire home/apt,229,31,1,270,"Keep it simple at this peaceful and centrally-located unit. Private 1 bedroom with queen size bed, bonus 2nd room furnished with twin size bed, open layout living room and wetbar, shared front yard with fruit Meyer lemon and fig tree, 1 remodeled bathroom shower over tub, wetbar with hot plate cook top, microwave, ventilation hood. Super convenient Outer Mission location one block away from Grocery store. New refrigerator and shared laundry machines on site and short distance to Balboa Bart",3,1.0,5.0
1134824552094135061,490 Ellington Whipple Entrance-Private Unit,Outer Mission,Entire home/apt,201,31,4,365,"Keep it simple at this peaceful and remodeled centrally located unit. Private 1 bedroom full size bed, 1 remodeled bathroom, open layout living room with wet bar offering hot plate cook top, ventilation fan, and modern tile flooring throughout unit. Marble tile in private bathroom featuring shower over tub combo. One block to Grocery store. Close to public transportation and 280 freeway access. Access to unit is on Whipple Street.",3,1.0,4.0
1134874131552002854,"Safe neighborhood, parking, magical views",Castro/Upper Market,Entire home/apt,830,2,83,223,"Enjoy the panoramic skyline view from this top floor flat and feel fully immersed in city life. We've stocked the home with all the amenities families with children and babies need. The neighborhood is safe and secluded, yet also within walking distance of three commercial districts packed with fun things to do as well as the famous Dolores Park. Downtown San Francisco is 20 minutes away via public transit. The home offers two rare SF amenities: onsite parking (for a fee), and air conditioning.",8,3.0,4.99
1135082675285618984,Luxurious Tranquil Retreat near Golden Gate Park,Outer Richmond,Entire home/apt,431,1,138,99,"Bring the whole family to this great place with lots of room for fun. Welcome to your stunning San Francisco apartment minutes away from the beautiful Golden Gate Park , situated in one of the most desirable neighborhoods in California . This spacious and inviting abode offers four bedrooms, perfect for groups or families seeking comfortable and stylish accommodations.",6,4.0,4.96
1135124809472163540,1 Bdrm/1 Office for Professionals & UCSF Business,Outer Sunset,Entire home/apt,277,30,6,28,The whole group will enjoy easy access to everything from this centrally located place.,3,1.0,5.0
1135151385010602011,"Deluxe Queen Room, Private Bathroom,Union Square",Downtown/Civic Center,Private room,112,1,23,360,"Admiral Hotel offers accommodations in Downtown San Francisco. Union Square is just 10 Minute Walk and Moscone Center is 1.2 Miles away from the property. Hotel Provides Non-Smoking Guest Rooms with Free Wi-Fi, Flat Screen LED TV with Premium HD Channels, in-room Coffee Maker, Mini Fridge, Microware, Iron, Hair Dryer and a Private Bathroom with Free Toiletries. China Town is 1.2 Miles away and San Francisco City Hall is half a mile from the property. San Francisco Airport is 12 miles away.",2,1.0,4.22
1135663779743435251,San Fran- Studio Condo close to downtown,Downtown/Civic Center,Entire home/apt,267,1,1,64,"Welcome to your urban oasis in the heart of San Francisco! Our stylish studio offers the perfect blend of comfort and convenience for your Bay Area adventure. Whether you're here for business or leisure, you'll love coming back to this cozy retreat after a day of exploring the city",2,1.0,5.0
1135869544340985278,"Living Room With 2 BedRoom Suite,Hotel,FreeParking",South of Market,Private room,216,1,66,353,"City Center Inn & Suites located in Center of the San Francisco. Hotel is located 15 Minute Walk From Moscone Center, 1 Mile away From Union Square and 1.9 Miles From Oracle Park. Hotel Provides Guest Suites comes with Living Room and 2 Bed Rooms. Free Wi-Fi, Free Private Indoor Limited Parking. All Rooms are Non-Smoking. All Rooms have a Flat Screen LED TV with Premium HD Channels, in-room Coffee Maker, Mini Fridge, Microware, Iron, Hair Dryer and a Private Bathroom with Free Toiletries.",4,2.0,4.12
1136357730256596191,Private guest suite @ Noe Valley w/ yard!,Glen Park,Entire home/apt,370,2,3,156,"Welcome to my sunny and spacious (1500sqft) 2BR flat located in the charming Noe Valley - one of the safest neighborhoods in San Francisco. You have access to the entire flat, shared space in the building, and a beautiful shared backyard. This is a hosted stay by SF local rules and regulations. Reach out if you have any questions. Please see my profile for past reviews :)",5,2.0,5.0
1136949224983859638,Cute and Bright,Outer Mission,Private room,82,2,14,269,"(This room is on a second floor. Climbing stair is needed). Spacious private one bedroom, share one full bath and a tiny dining area. There is everything you can find around here (food, cafe, market, etc.) Close to freeway and BART station. Convenient with many public transportation lines and more.",1,1.0,5.0
1137009636657721841,Private unit- fully furnished 1br/1ba +lr + dr,Visitacion Valley,Entire home/apt,133,30,0,365,"Welcome to your private retreat in San Francisco’s southeast! This fully furnished 1-bedroom, 1-bath in-law unit is clean, cozy, and filled with natural light. The space features a comfortable living/dining area, TV, Wi-Fi, and a generous double closet for storage. Ground-level access—no stairs—and a private entry ensure easy living and complete privacy. Getting downtown is simple with express buses or nearby freeway access. Street parking.We strive to make this your true home away from home.",1,1.0,
1137286492213515200,Modern Mission Retreat,Mission,Entire home/apt,520,3,36,12,"Modern, light-filled 3BR/1BA Mission condo, perfect for SF events and families. Ideal central location. Walking distance to Dolores Park and hip restaurants. Walking distance to BART station. Easy access to downtown. 10 min drive to Golden Gate Park, 15 min drive to Pier 80. Access to most places in the city within 30 minutes. Amenities: WiFi, kitchen, TV, laundry, baby gear. Flexible 3rd bedroom can accommodate 2 more guests on air mattress. Updated & inviting space for your SF adventure!",6,3.0,5.0
1137291958406915363,Urban Luxury Comfort Living,Nob Hill,Entire home/apt,456,30,8,311,"Welcome to your luxurious home away from home in the heart of vibrant San Francisco! Designed for discerning traveling professionals, our property offers unparalleled comfort, convenience, and style. In-unit highlights: newly remodeled bathrooms, including soaking tub sizable walk-in closet balcony with beautiful view On-site amenities: 24 hour security and package mgt secure parking remodeled gym laundry pool Steps from bars and restaurants Walking distance to hospitals, Union Square, BART",3,2.0,5.0
1137343964701251835,New! Airy Noe & Mission Retreat!,Bernal Heights,Entire home/apt,338,30,64,70,"Welcome to your urban oasis in the heart of San Francisco! Nestled in a vibrant corner where Bernal Heights, Noe Valley, and Mission meet, our cozy home offers a delightful retreat for your stay in the city. Perfect for families, couples, or friends seeking a cozy retreat to explore the city!",4,2.0,4.91
1137360744120066552,1 bedroom loft in San Francisco,South of Market,Entire home/apt,295,30,8,109,"Indulge in modern 1,000+ square feet of urban living at this sleek Mission Bay loft. With a ping pong table, games and dedicated work area, it's perfect for both play and productivity. Explore the vibrant neighborhood or relax indoors with ample entertainment options. Your San Francisco getaway begins here! - In Unit Washer & Dryer - Full Gym & Pool - Parking available @ $25/night - Street access - Conference room & lounge areas. STRICT NO PETS, SMOKING OR PARTYING POLICY",3,1.0,4.88
1137760989447910662,Cozy Downtown Studio w/Private Patio,Downtown/Civic Center,Entire home/apt,266,30,10,325,"This special place has its own super spacious private patio for guests to enjoy. This location is close to everything, making it easy to plan your visit. Ideal for anyone looking to tour the city and be in a centralized spot close to all of the attractions.",2,0.0,4.4
1137860297284534244,Cute 3beds- 2bd/1ba free parking,Bayview,Entire home/apt,328,21,2,161,"Welcome Great place to unwind after a day sightseeing or working. Unit is the airport and includes free parking. Relax on the deck with coffee in the morning, or wine in the evening, the house offers plenty of outdoor space in the city. 2 bedrooms with queens and a queen in the living room is available if needed. Fully functional kitchen, and a remodeled bathroom with walk-in shower. Host lives onsite in separate unit if you need anything please don't hesitate to ask, super fast response.",6,2.0,5.0
1138534242605848641,1 BR Suite at Wyndham Canterbury,Downtown/Civic Center,Private room,217,2,1,0,"This stunning San Francisco vacation resort has been beautifully renovated and offers an inviting ambiance that celebrates classic San Francisco charm. The resort is ideally located near the shopping, dining, and entertainment hub of Union Square and is perfect for exploring this great city by the bay. This San Francisco resort is within easy reach of premier shops, restaurants, and entertainment. Access to major airports, freeways and public transportation are just minutes away.",4,1.0,5.0
1138654221311862653,Great Hayes Valley Studio (#6),Western Addition,Entire home/apt,270,30,11,342,"Newly renovated apartment - as of April 2024 Right in the heart of Hayes Valley, this studio is close to everything. Hardwood floors, high ceilings, bay window, gas stove in the kitchen. Washer/Dryer in the building. The space Minimum stay of 30 days... Great location just off the heart off Hayes Valley. Lots of natural light reflected off the hardwood floors. Well stocked kitchen with a gas stove.",2,0.0,4.91
1140507234098134457,Queen Room Near The Contemporary Jewish Museum SAN,Financial District,Entire home/apt,617,1,1,363,"At the property, all rooms are fitted with a desk, air-conditioned rooms, a fitness centre, free WiFi and a shared lounge, a flat-screen TV, a private bathroom, bed linen and towels. Each room has a safety deposit box and selected rooms will provide you with city views. Guests can experience French restaurant, La Societe Bar & Café, cocktails, La Societe is the one of city’s top destinations for modern French cuisine. There is an on-site bar, Guests can also make use of the business area.",2,1.0,5.0
1140508302588209775,Standard Queen Room Near Golden Auto Transport SAN,Chinatown,Entire home/apt,247,1,6,363,"This is a technology-friendly boutique Property that features a lobby and business centre equipped with 7 MacBooks, iPads and iPad minis all running high-speed WiFi. All guest rooms offer a pillow top mattress, a 49-inch high-definition television with HDMI and USB Ports, Staycast that enables guests stream content from their own devices, and a mini-refrigerator. Guests can workout in the state-of-the-art fitness centre. AT&T Park is 10 minutes’ drive away from property.",2,1.0,4.83
1140613571597099509,Rooms with Kitchenettes in SOMA,South of Market,Private room,99,30,2,231,Enjoy easy access to everything from this perfectly located home base in SOMA. This spacious room in the heart of SOMA is the perfect way for you to immerse yourself one of San Francisco's top CoLiving Communities. Please note this property is part of a CoLiving Community with other residents occupying the space looking to make their mark on the world. Immerse yourself in SOMA's unique culture as a tech epicenter! Room Sq Ft: Approximately 100 Sq Ft.,1,1.0,4.5
1140729237191540280,Suite Luxury | Museums. Restaurant,Nob Hill,Private room,155,1,0,323,"While our views are amazing, it’s the city’s energy and restless spirit of transformation that quickens your heartbeat and gets your mind spinning. At Stanford Court Hotel, we’ve crafted an experience that plays off this buzzing atmosphere.",3,1.0,
1140970263377110828,"2B2B Garden Gem | Firepit, Fast WiFi, BART/Parking",Outer Mission,Entire home/apt,194,3,91,335,"★ ""The unit was spotless and cozy, calm and quiet. The bed was super comfortable and the linens were dreamy!"" ☞ Walk Score 84 (Walk to dining, shopping, public transit etc.) ☞ Peaceful retreat: Fire pit, outdoor dining, BBQ, garden 🪴 ☞ Kitchenette, in-unit washer/dryer ☞ 2 Smart TVs ☞ 911 Mbps fast wifi, workspace ☞ Memory foam queen + king pullout bed (ideal for 2-3, fits 4) ☞ Free unlimited street parking ☞ Self check-in, luggage drop-off 8 mins → Downtown SF 12 mins → SFO Airport ✈",4,2.0,4.91
1141057989425352838,King Room Near Hyatt Coffee Bar SAN,Downtown/Civic Center,Entire home/apt,432,1,1,363,"Located in San Francisco, 656 feet from Union Square, Property features accommodations with a fitness center, private parking, a restaurant and a bar. With free WiFi, a 24-hour front desk and a concierge service. Property provide guests with air-conditioned rooms offering a desk, a coffee machine, a fridge, a safety deposit box, a flat-screen TV and a private bathroom with a shower. At this property rooms include bed linen & towels. The nearest airport is San Francisco International Airport.",2,1.0,5.0
1141064235298976733,King Room Near Yerba Buena Gardens SAN,South of Market,Entire home/apt,398,1,1,363,"This contemporary eco-friendly Property is ideally located in downtown San Francisco. It features a gym. The bright rooms at Property are decorated in modern décor. Each boasts a flat-screen TV, iPod docking station and plush bathrobes. The front-desk is open 24 hours and can arrange various activities and help with all business and printing needs. Free bicycle hire is available. Powell St. BART station is adjacent to the property and the Yerba Buena Gardens are 5 minutes’ walk away.",2,1.0,4.0
1141068685583253802,King Room Near Swatch Powell Street SAN,Downtown/Civic Center,Entire home/apt,326,1,0,363,"This property features air-conditioned rooms are filled with a flat-screen TV, private bathroom, bed linen and towels. All rooms are fitted with free toiletries and an iPad. At property you will find a restaurant serving American cuisine, minibar available , fitness center , free wifi connection , CCTV in common areas for saftey and 24 hours security. Ironing facilities & a business centre available also air conditioning. Coit Tower is 3.1 km & San Francisco International Airport is 20 km.",2,1.0,
1141072818405991168,Deluxe King Room Near Geary Wine And Spirits SAN,Downtown/Civic Center,Entire home/apt,253,1,2,363,"A blend of modern decor and restored 1930s Victorian elegance is featured in all rooms. A flat-screen cable TV is featured in each room. A hairdryer is included in the en suite bathroom. A coffee machine allows guests to brew a fresh cup of coffee each morning , air conditioner ,free wifi and many more facilities. A computer in lobby is available for use. Concierge services and a 24-hour reception provide convenient guest assistance. San Francisco’s Chinatown is 1 km away from the property.",2,1.0,5.0
1141284626297726620,Building boasts 100-yr-old façade & arched windows,Downtown/Civic Center,Private room,184,1,251,27,"Experience the refined comfort of one of the most unique and authentic hotels in Union Square, San Francisco. Complete with chic, modern décor and exceptional amenities, the beautifully renovated rooms at Hotel Bijou offer the ultimate in boutique accommodations for work or play. Each room features technological capabilities such as high definition television with streaming services and complimentary high-speed wireless internet (Wi-Fi), practical conveniences such as irons with ironing boards,",2,1.0,4.47
1141437052944897297,Monthly Private Room near downtown2-Shared Bath,South of Market,Private room,117,30,0,267,"In the center of the city in a very vibrant neighborhood. Great access to other parts of the city with all modes of public transportation steps away. This room is priced for extended guests only. Room is basic with a bed, sink, cable TV.",1,1.0,
1141733077012152917,Deluxe Queen Room Near Federal Office Building SAN,Downtown/Civic Center,Entire home/apt,270,1,0,363,"Guest rooms at property include a 50-inch HDTV. Double-layered shades keep each room dark and every room has a safe that fits a 17-inch laptop, free WiFi, Bluetooth custom speaker that connects a mobile device, minibar with small-batch bottled cocktails. Dining team can deliver seasonally-driven meals from kitchen anytime. The property provides overnight dry cleaning and laundry services and same-day shoe shine service. Bathrooms offer a walk-in rain shower and a hairdryer.",2,1.0,
1141739296180225672,King Room Near Yerba Buena Gardens SAN,Financial District,Entire home/apt,517,1,0,363,"Situated next to the the Moscone Convention Center, this Property offers luxurious rooms equipped with flat-screen TVs. Facilities include a fitness center. Rooms at this Property feature a stylish interior. All rooms have air-conditioning, a minibar and tea and coffee making facilities. Select rooms have panoramic city views. Property is just 2 blocks from the San Francisco Museum of Modern Art and 4 blocks from Union Square.",2,1.0,
1141744273298188199,King Room Near Yerba Buena Gardens SAN,Financial District,Entire home/apt,436,1,0,363,"Situated next to the the Moscone Convention Center, this Property offers luxurious rooms equipped with flat-screen TVs. Facilities include a fitness center. Rooms at this Property feature a stylish interior. All rooms have air-conditioning, a minibar and tea and coffee making facilities. Select rooms have panoramic city views. Property is just 2 blocks from the San Francisco Museum of Modern Art and 4 blocks from Union Square.",2,1.0,
1141753394203429693,Queen Room Near Martin Lawrence Galleries SAN,Downtown/Civic Center,Entire home/apt,464,1,0,363,"This Property offers an internet ready 42-inch Smart TV is provided in each air-conditioned room. Each contemporary room includes a Nespresso coffee machine, bathrobes and black out shades. Private bathrooms include Metis toiletries and a hairdryer. A 24-hour reception greets guests of Property. Guests can access the Property's onsite techno gym. Major theatres, art galleries and specialty chef-driven restaurants are within walking distance from this Property.",2,1.0,
1141758244074308212,Standard Queen Room Near 840 Powell Association,Nob Hill,Entire home/apt,384,1,0,363,"Located in downtown San Francisco, this property is 7 km away from the famous Golden Gate Bridge. Property features multiple squash courts and rooms with free WiFi. Property is a private hotel that welcomes guests to experience the formal dining of the restaurant, open for lunch and dinner. Guests of this Property can work out in the gym or relax in the sauna. The Property has a library and meeting rooms as well. San Francisco International Airport is 23 km away from Property.",2,1.0,
1142060904526960940,*Private bedroom in Downtown SF*,Nob Hill,Private room,156,1,109,68,"Enjoy easy access to everything from this perfectly located home base in downtown SF. You can walk to all the tourist attractions and come back to relax in your private bedroom with a queen bed and work space/desk in the room. We have a shared kitchen, bathroom, living room and back yard area. There is laundry in the building you are welcome to use.",2,1.0,4.77
