customer_id,company,industry,region,plan,seats,mrr,signup_date,last_active_date,support_tickets_90d,nps_score,churned,churn_reason,feedback
C05525,Ember Logistics LLC,Fintech,APAC,Enterprise,385,32811.67,2025-07-24,2026-08-21,2,6,0,,We were never shown how to use the reporting module.
C05526,Pioneer Software Ltd,Logistics,APAC,Starter,13,379.56,2024-09-09,2026-08-13,1,6,0,,Our budget was cut and the platform was the first thing to go.
C05527,Mosaic Software Co,Fintech,NA,Enterprise,133,11571.67,2026-06-01,2026-08-27,1,6,0,,Exports randomly fail with no error message. Frustrating overall.
C05528,Halcyon Supply GmbH,SaaS,EMEA,Enterprise,295,23790.42,2023-02-06,2026-08-18,2,7,0,,"Setup took longer than expected, mostly on our side."
C05529,Ironclad Group GmbH,Logistics,APAC,Starter,8,219.2,2024-09-21,2026-06-19,4,8,0,,"Decent value, though we keep an eye on seat costs. Overall it is fine."
C05530,Harbor Retail,Manufacturing,EMEA,Starter,12,348.35,2024-06-15,2026-06-14,1,7,0,,It does the job; adoption is growing slowly.
C05531,Lumen Capital Co,Fintech,EMEA,Growth,21,1208.95,2023-06-06,2026-06-04,0,6,0,,The roadmap items we were promised never shipped.
C05532,Bluepeak Partners,Media,NA,Growth,30,1916.82,2025-07-14,2026-08-26,0,9,0,,Budget approval was easy because the ROI is obvious.
C05533,Mosaic Dynamics,Retail,NA,Starter,4,112.45,2023-05-09,2026-08-26,2,7,0,,The help center is good; live support is average. We will see how the next release goes.
C05534,Silverlake Foods Ltd,Fintech,EMEA,Starter,6,174.28,2025-06-16,2026-08-23,2,9,0,,Cheaper than what we replaced and far more capable.
C05535,Riverbend Robotics GmbH,Media,NA,Starter,4,116.89,2025-08-20,2026-07-22,11,0,1,Missing features,"No audit log, which our compliance team requires."
C05536,Beacon Supply GmbH,Manufacturing,NA,Growth,68,3914.92,2024-09-12,2026-08-29,3,6,0,,The setup wizard failed twice and we gave up on the advanced features.
C05537,Sable Capital,Fintech,EMEA,Growth,38,2002.11,2023-11-08,2026-06-28,0,9,1,Integration gaps,Setup for SSO was fiddly but works now.
C05538,Northwind Studio,Healthcare,NA,Starter,6,162.78,2026-06-11,2026-08-30,2,4,0,,Missing basic features like bulk edit and custom roles. Would not recommend at this point.
C05539,Solstice Foods Inc,Retail,APAC,Growth,25,1557.27,2025-06-18,2026-08-30,0,7,0,,We are still ramping up usage across the team. Overall it is fine.
C05540,Northwind Robotics Ltd,SaaS,APAC,Growth,9,532.71,2023-05-30,2026-08-22,4,6,0,,Reporting is too rigid; we ended up exporting to spreadsheets anyway.
C05541,Halcyon Capital GmbH,Logistics,APAC,Enterprise,331,28755.82,2025-07-28,2026-08-27,1,10,0,,"Best-in-class dashboards, our execs love them."
C05542,Lumen Partners,Healthcare,NA,Starter,9,269.94,2023-07-21,2026-08-30,0,10,0,,Support even helped us design our dashboards. Would buy again without hesitation.
C05543,Copperfield Group GmbH,Healthcare,NA,Starter,10,301.95,2025-03-06,2026-02-24,5,3,1,Too expensive,The per-seat model punishes us every time we onboard a contractor.
C05544,Northwind Learning LLC,Healthcare,APAC,Starter,1,28.56,2023-11-26,2026-06-24,6,7,0,,Costs are acceptable for what we use today.
C05545,Stellar Partners,Healthcare,NA,Growth,11,632.15,2025-03-20,2026-08-30,1,7,0,,Reports are a bit slow at month end.
C05546,Evergreen Studio Inc,Fintech,EMEA,Starter,5,133.42,2025-10-22,2026-08-20,0,8,0,,Costs are acceptable for what we use today. Some room for improvement.
C05547,Granite Dynamics,Logistics,EMEA,Starter,14,389.84,2025-09-27,2026-08-24,1,8,0,,Reports are a bit slow at month end.
C05548,Granite Partners,Healthcare,NA,Growth,25,1478.67,2025-08-31,2026-06-26,0,8,0,,"Fine for simple questions, weaker on technical issues. We will see how the next release goes."
C05549,Keystone Retail LLC,Education,NA,Growth,36,1919.9,2025-06-21,2026-08-17,2,6,0,,Adoption stalled because the learning curve is steep. We are evaluating alternatives.
C05550,Beacon Retail,Retail,EMEA,Starter,7,193.74,2025-09-13,2026-03-27,3,7,1,Company downsized,"The annual discount helped, monthly pricing feels steep."
C05551,Keystone Works Inc,Fintech,NA,Starter,5,145.29,2026-02-25,2026-08-18,0,10,0,,The support team clearly knows the product inside out. Would buy again without hesitation.
C05552,Meridian Supply Inc,SaaS,APAC,Starter,5,152.79,2026-01-27,2026-08-25,1,5,0,,Overage charges were a nasty surprise on the invoice.
C05553,Lumen Dynamics,Fintech,EMEA,Starter,5,144.68,2025-09-12,2026-03-27,7,4,1,Reliability issues,Performance degraded badly as our dataset grew. Renewal is unlikely.
C05554,Pioneer Retail Inc,SaaS,NA,Starter,6,166.12,2024-07-19,2026-08-12,3,6,0,,Too expensive compared with the alternatives we evaluated. Frustrating overall.
C05555,Quantum Systems,Education,EMEA,Starter,6,182.86,2024-01-10,2026-06-05,1,7,0,,We are still ramping up usage across the team. Happy enough to stay for now.
C05556,Aurora Dynamics GmbH,Media,NA,Starter,6,168.61,2024-02-11,2026-06-11,4,5,1,Missing features,The roadmap items we were promised never shipped.
C05557,Tidewater Works LLC,Fintech,NA,Enterprise,170,15152.03,2025-02-21,2026-05-19,0,9,1,Missing features,Feature releases ship every month and they listen to feedback.
C05558,Pioneer Media Co,Fintech,LATAM,Enterprise,350,29142.5,2025-02-05,2026-08-16,0,7,0,,"The annual discount helped, monthly pricing feels steep. We will see how the next release goes."
C05559,Oakridge Learning Ltd,Education,EMEA,Starter,6,174.72,2024-06-29,2026-08-22,1,6,0,,Support tickets sit for days before anyone replies. It has been a disappointing year.
C05560,Bluepeak Retail Inc,SaaS,EMEA,Growth,34,1982.06,2024-06-06,2026-08-19,3,6,0,,Chat support only sends links to docs we have already read. We are evaluating alternatives.
C05561,Stellar Labs Co,Logistics,APAC,Starter,6,164.59,2025-07-14,2026-08-22,1,9,0,,Webhooks are reliable and easy to configure.
C05562,Falcon Software Co,Retail,EMEA,Growth,62,3259.04,2024-10-30,2026-08-24,2,7,0,,It does the job; adoption is growing slowly. Happy enough to stay for now.
C05563,Northwind Labs GmbH,SaaS,NA,Enterprise,455,37788.13,2023-01-25,2026-07-29,3,5,0,,We could not connect it to our data warehouse without a consultant. Would not recommend at this point.
C05564,Silverlake Studio,SaaS,NA,Growth,49,2673.58,2023-06-28,2026-08-14,1,8,0,,"Solid basics, some rough edges in the admin console."
C05565,Granite Digital,Logistics,NA,Growth,62,3761.47,2024-02-27,2026-08-22,0,10,0,,The mobile app is snappy and dependable.
C05566,Vertex Dynamics,Fintech,NA,Starter,2,55.94,2024-05-20,2026-08-24,2,6,0,,No phone support and email replies take forever.
C05567,Redwood Foods,Education,EMEA,Starter,3,82.46,2025-07-23,2026-08-12,2,8,0,,"Good product, waiting on the custom fields feature. Some room for improvement."
C05568,Harbor Studio Co,SaaS,EMEA,Growth,35,1848.56,2024-08-26,2026-08-20,3,6,0,,We outgrew the product; it is fine for small teams but not for us.
C05569,Windmill Analytics LLC,SaaS,NA,Starter,5,146.35,2024-06-28,2026-06-18,0,6,0,,SSO setup with Okta took three support tickets to get working.
C05570,Lumen Robotics Inc,Media,EMEA,Growth,32,1790.4,2023-04-22,2026-02-15,8,2,1,Onboarding too complex,We were never shown how to use the reporting module. It has been a disappointing year.
C05571,Evergreen Supply,SaaS,APAC,Growth,37,1972.77,2023-03-20,2026-08-26,1,8,0,,Pricing is fair but the Growth tier is a big jump from Starter. Some room for improvement.
C05572,Cobalt Foods,SaaS,LATAM,Starter,11,319.27,2026-06-22,2026-08-26,3,6,0,,The support team is friendly but never actually fixes anything.
C05573,Cascade Systems LLC,Retail,NA,Growth,29,1844.13,2026-01-03,2026-08-21,6,3,0,,Zapier is the only integration path and it is flaky.
C05574,Juniper Capital GmbH,Media,APAC,Growth,23,1358.91,2023-02-18,2026-08-29,0,10,0,,Adoption was instant; people actually enjoy using it. Keep up the great work.
C05575,Keystone Logistics LLC,Fintech,APAC,Growth,54,3001.02,2024-08-02,2026-06-04,1,6,0,,We outgrew the product; it is fine for small teams but not for us. It has been a disappointing year.
C05576,Aurora Works,SaaS,NA,Growth,43,2537.69,2026-03-19,2026-08-17,2,5,0,,Escalations go nowhere; we had to chase our account manager repeatedly. We are evaluating alternatives.
C05577,Harbor Media,Logistics,NA,Enterprise,425,34765.19,2025-06-27,2026-08-27,1,8,0,,Documentation is solid but a guided setup call would have helped.
C05578,Riverbend Digital,Education,NA,Starter,9,253.03,2023-04-13,2026-08-28,1,9,0,,Connected to Snowflake in an afternoon. We plan to add more seats next quarter.
C05579,Windmill Group Inc,Media,EMEA,Growth,27,1563.07,2024-07-01,2026-08-12,3,6,0,,We opened four tickets for the same bug and got four different answers.
C05580,Solstice Logistics,Manufacturing,EMEA,Starter,3,85.16,2026-01-01,2026-08-27,3,6,0,,Honestly we barely used it; it never became part of our workflow. Frustrating overall.
C05581,Nimbus Partners Ltd,Education,EMEA,Starter,6,161.33,2024-01-17,2026-08-19,5,3,0,,Escalations go nowhere; we had to chase our account manager repeatedly. We are evaluating alternatives.
C05582,Redwood Health Inc,Retail,APAC,Enterprise,288,24368.97,2024-11-30,2026-08-27,0,7,0,,"Decent value, though we keep an eye on seat costs."
C05583,Summit Logistics Ltd,Fintech,NA,Starter,7,204.76,2024-02-16,2026-08-13,1,7,0,,Uptime is fine; performance on large filters could improve.
C05584,Riverbend Systems Co,Education,NA,Starter,6,172.71,2023-09-08,2026-08-16,1,8,0,,The API works but the docs could be clearer. Some room for improvement.
C05585,Solstice Systems Co,Education,APAC,Starter,8,234.3,2026-01-02,2026-02-13,5,5,1,Integration gaps,Webhook payloads changed without notice and broke our pipeline.
C05586,Northwind Partners Co,Logistics,LATAM,Enterprise,169,14368.18,2023-10-23,2026-08-25,2,6,0,,Support tickets sit for days before anyone replies. We are evaluating alternatives.
C05587,Nimbus Labs,Healthcare,APAC,Enterprise,132,10523.02,2025-01-13,2026-08-18,0,9,0,,Adoption was instant; people actually enjoy using it.
C05588,Mosaic Logistics Ltd,Fintech,NA,Starter,14,410.69,2024-03-24,2026-08-16,0,10,0,,Excellent documentation and training videos.
C05589,Meridian Labs GmbH,Retail,NA,Growth,32,1795.07,2025-02-21,2026-08-18,1,7,0,,"Decent value, though we keep an eye on seat costs."
C05590,Granite Software Ltd,Healthcare,NA,Starter,3,81.44,2025-10-10,2026-08-20,2,8,0,,"Support is okay, sometimes quick, sometimes slow."
C05591,Falcon Health Ltd,Retail,NA,Growth,23,1436.42,2024-12-06,2026-08-20,0,8,0,,The mobile app lags behind the web app.
C05592,Summit Partners,Manufacturing,NA,Growth,37,1929.83,2023-07-07,2026-08-21,1,8,0,,The mobile app lags behind the web app. Happy enough to stay for now.
C05593,Sable Dynamics Inc,Healthcare,APAC,Starter,6,166.08,2024-01-02,2026-08-19,1,7,0,,Good enough integration options for our stack.
C05594,Solstice Media LLC,SaaS,EMEA,Growth,28,1665.35,2023-11-06,2026-07-10,0,7,0,,"One outage this quarter, communicated well."
C05595,Frontier Partners Co,Healthcare,NA,Enterprise,465,39966.66,2025-05-28,2026-08-26,2,8,0,,Would prefer usage-based pricing over per-seat. Overall it is fine.
C05596,Brightline Networks,Healthcare,NA,Starter,6,179.41,2025-06-02,2026-01-11,3,8,1,Switched to competitor,Covers our core needs; advanced reporting is limited.
C05597,Beacon Systems,Logistics,NA,Starter,7,207.56,2023-07-02,2026-08-14,0,10,0,,The Salesforce and Slack integrations work flawlessly.
C05598,Tidewater Health GmbH,Retail,EMEA,Enterprise,144,11865.7,2025-02-22,2026-07-25,2,4,1,Onboarding too complex,We opened four tickets for the same bug and got four different answers. Renewal is unlikely.
C05599,Meridian Health GmbH,Healthcare,EMEA,Starter,4,116.5,2024-08-15,2026-08-29,1,10,0,,"Great value for the price, especially on the annual plan."
C05600,Ironclad Partners,Retail,NA,Growth,57,3087.97,2024-06-20,2026-08-11,1,7,0,,"Decent value, though we keep an eye on seat costs. We will see how the next release goes."
C05601,Vertex Health LLC,Healthcare,APAC,Growth,36,1989.09,2025-12-30,2026-04-08,0,7,1,Low usage / no longer needed,It does the job; adoption is growing slowly.
C05602,Lumen Health,SaaS,NA,Starter,8,232.64,2023-03-19,2026-08-25,2,5,0,,The forecasting module is too simplistic for our use case. Frustrating overall.
C05603,Oakridge Capital,Media,NA,Starter,2,56.83,2025-07-15,2026-08-30,4,6,0,,Support tickets sit for days before anyone replies. It has been a disappointing year.
C05604,Cobalt Health GmbH,Logistics,LATAM,Starter,9,257.38,2024-12-13,2026-06-22,2,4,1,Onboarding too complex,We were never shown how to use the reporting module. Frustrating overall.
C05605,Mosaic Systems,Healthcare,NA,Starter,8,214.81,2023-11-26,2026-06-27,4,4,1,Poor support experience,Support tickets sit for days before anyone replies.
C05606,Evergreen Analytics,Healthcare,NA,Growth,30,1828.77,2023-10-20,2026-07-08,4,5,0,,The mobile app crashes whenever we open a large report.
C05607,Tidewater Group GmbH,SaaS,EMEA,Enterprise,187,15923.35,2023-07-28,2026-08-16,1,6,0,,Missing basic features like bulk edit and custom roles.
C05608,Frontier Studio Ltd,Healthcare,NA,Starter,5,131.62,2025-02-20,2026-08-16,2,9,0,,Budget approval was easy because the ROI is obvious. Highly recommended.
C05609,Copperfield Digital,Retail,NA,Growth,48,2717.32,2025-04-15,2026-08-26,1,8,0,,Setup for SSO was fiddly but works now. We will see how the next release goes.
C05610,Harbor Systems,Education,NA,Starter,14,405.14,2023-12-17,2026-08-22,2,6,0,,Too expensive compared with the alternatives we evaluated.
C05611,Orbit Foods GmbH,SaaS,NA,Starter,10,279.13,2024-05-01,2026-05-05,3,7,1,Missing features,"Good product, waiting on the custom fields feature. Some room for improvement."
C05612,Bluepeak Analytics Co,Education,EMEA,Growth,60,3157.16,2026-06-04,2026-06-05,2,3,1,Missing features,The roadmap items we were promised never shipped. Renewal is unlikely.
C05613,Frontier Retail LLC,Fintech,NA,Starter,7,197.41,2025-06-18,2026-08-24,2,8,0,,We are still ramping up usage across the team.
C05614,Riverbend Supply Ltd,Education,APAC,Growth,52,2746.93,2025-01-23,2026-08-18,1,8,0,,"Decent value, though we keep an eye on seat costs. Happy enough to stay for now."
C05615,Halcyon Studio Inc,Healthcare,APAC,Starter,14,393.05,2023-06-02,2026-08-23,2,5,0,,Exports randomly fail with no error message.
C05616,Cobalt Health Co,Fintech,NA,Growth,34,1992.49,2024-12-29,2026-08-21,0,6,0,,"No audit log, which our compliance team requires."
C05617,Northwind Health Ltd,Retail,NA,Enterprise,141,12041.29,2024-05-16,2026-04-24,2,5,1,Budget cuts,The per-seat model punishes us every time we onboard a contractor. Renewal is unlikely.
C05618,Cobalt Media GmbH,Media,NA,Starter,10,313.62,2025-12-03,2026-07-27,1,8,0,,Setup for SSO was fiddly but works now. Overall it is fine.
C05619,Silverlake Labs Ltd,Healthcare,NA,Enterprise,203,17236.7,2023-09-03,2026-08-17,4,3,0,,SSO setup with Okta took three support tickets to get working. Renewal is unlikely.
C05620,Halcyon Supply,SaaS,NA,Starter,3,89.02,2026-06-21,2026-08-18,2,6,0,,The price per seat is hard to justify for a team our size.
C05621,Harbor Networks GmbH,Retail,APAC,Starter,7,195.85,2026-04-16,2026-08-15,1,6,0,,The Salesforce integration breaks every other week. Frustrating overall.
C05622,Foxglove Capital,Fintech,NA,Starter,7,201.64,2025-09-21,2026-06-26,1,7,0,,"Our account manager is responsive, tier-1 support less so. We will see how the next release goes."
C05623,Riverbend Labs,Education,EMEA,Growth,28,1646.6,2024-09-30,2026-02-16,1,6,1,Switched to competitor,"A competitor offered everything we needed at a lower price, so we switched."
C05624,Foxglove Logistics,Healthcare,EMEA,Growth,42,2361.7,2025-01-27,2026-08-11,1,8,0,,"Reliable overall, exports could be faster."
C05625,Atlas Supply,SaaS,APAC,Enterprise,104,8734.28,2026-03-02,2026-07-15,0,7,0,,"Solid basics, some rough edges in the admin console."
C05626,Meridian Works,Healthcare,NA,Growth,52,2893.34,2026-01-06,2026-08-16,0,10,0,,Webhooks are reliable and easy to configure. Would buy again without hesitation.
C05627,Harbor Software Inc,Manufacturing,NA,Starter,8,234.93,2025-10-29,2026-08-16,1,8,0,,Uptime is fine; performance on large filters could improve.
C05628,Riverbend Media,Manufacturing,LATAM,Enterprise,317,26352.39,2023-08-20,2026-08-24,2,5,0,,Support tickets sit for days before anyone replies. We are evaluating alternatives.
C05629,Sable Partners Co,SaaS,NA,Enterprise,206,17053.6,2024-06-04,2026-08-24,0,10,0,,Uptime has been perfect for as long as we have used it.
C05630,Falcon Retail Co,Fintech,EMEA,Growth,71,3791.52,2025-09-02,2026-08-30,0,9,0,,The platform is fast and stable; no complaints. Highly recommended.
C05631,Zenith Capital Co,Retail,EMEA,Growth,32,1831.85,2023-06-08,2026-08-14,5,4,0,,Response times got noticeably worse over the last quarter. It has been a disappointing year.
C05632,Silverlake Studio,SaaS,EMEA,Enterprise,181,15046.89,2025-05-17,2026-08-25,1,7,0,,"Support is okay, sometimes quick, sometimes slow. Overall it is fine."
C05633,Quantum Retail,Retail,NA,Starter,12,352.58,2024-04-02,2026-07-17,3,8,0,,"Fine for simple questions, weaker on technical issues."
C05634,Brightline Labs Inc,SaaS,NA,Enterprise,166,13881.42,2024-12-19,2026-08-18,1,6,0,,We outgrew the product; it is fine for small teams but not for us.
C05635,Orbit Software,SaaS,EMEA,Enterprise,229,20089.43,2026-03-17,2026-07-09,0,7,0,,Reports are a bit slow at month end. Overall it is fine.
C05636,Ironclad Dynamics,Education,EMEA,Growth,43,2171.78,2026-01-10,2026-06-08,1,8,1,Low usage / no longer needed,It does the job; adoption is growing slowly.
C05637,Vertex Learning Inc,Fintech,APAC,Starter,6,176.11,2024-04-14,2026-08-13,4,5,0,,We opened four tickets for the same bug and got four different answers. Renewal is unlikely.
C05638,Granite Robotics Co,Education,EMEA,Starter,3,82.63,2025-06-24,2026-06-05,5,4,1,Too expensive,Too expensive compared with the alternatives we evaluated.
C05639,Atlas Supply Inc,SaaS,APAC,Enterprise,304,25981.39,2023-01-14,2026-08-12,2,4,0,,Honestly we barely used it; it never became part of our workflow. We are evaluating alternatives.
C05640,Frontier Group,Healthcare,LATAM,Enterprise,369,30869.33,2025-07-03,2026-08-15,0,9,0,,Connected to Snowflake in an afternoon.
C05641,Bluepeak Foods,Retail,EMEA,Growth,26,1443.29,2023-06-25,2026-08-19,1,7,0,,"The annual discount helped, monthly pricing feels steep. Overall it is fine."
C05642,Crescent Networks,Manufacturing,NA,Enterprise,334,28485.69,2026-03-06,2026-08-29,0,6,0,,Zapier is the only integration path and it is flaky. We are evaluating alternatives.
C05643,Solstice Works Ltd,Manufacturing,NA,Growth,17,1011.99,2024-01-16,2026-07-26,0,8,0,,Would prefer usage-based pricing over per-seat.
C05644,Sable Systems Inc,Retail,EMEA,Enterprise,189,15757.25,2025-06-11,2026-08-27,3,4,0,,Zapier is the only integration path and it is flaky. Would not recommend at this point.
C05645,Windmill Dynamics Co,Healthcare,EMEA,Starter,6,173.27,2025-04-30,2026-07-19,2,8,0,,Onboarding was fine but could use more templates. Happy enough to stay for now.
C05646,Tidewater Media GmbH,Fintech,NA,Starter,9,262.69,2023-11-22,2026-06-24,2,6,1,Too expensive,The price per seat is hard to justify for a team our size.
C05647,Beacon Works Inc,Healthcare,EMEA,Growth,24,1482.73,2025-12-05,2026-08-14,1,8,0,,Covers our core needs; advanced reporting is limited. We will see how the next release goes.
C05648,Tidewater Logistics Inc,SaaS,NA,Starter,5,143.18,2023-08-23,2026-08-24,5,4,0,,Response times got noticeably worse over the last quarter.
C05649,Solstice Retail,Retail,NA,Starter,2,60.35,2026-02-22,2026-07-25,3,6,1,Company downsized,The per-seat model punishes us every time we onboard a contractor.
C05650,Frontier Partners,SaaS,APAC,Growth,12,706.94,2024-10-16,2026-08-13,1,6,0,,The per-seat model punishes us every time we onboard a contractor.
C05651,Atlas Networks,Media,NA,Starter,5,152.52,2024-08-18,2026-05-15,6,3,1,Too expensive,Pricing jumped at renewal and nobody warned us.
C05652,Nimbus Labs LLC,Retail,EMEA,Growth,35,1902.39,2023-10-27,2026-04-29,1,9,1,Integration gaps,Plays nicely with every tool in our stack.
C05653,Ember Works Inc,Healthcare,EMEA,Starter,8,225.82,2023-01-11,2026-08-22,1,6,0,,"A competitor offered everything we needed at a lower price, so we switched. Renewal is unlikely."
C05654,Cobalt Logistics Inc,Retail,EMEA,Enterprise,330,26550.22,2025-06-11,2026-08-19,1,9,0,,Our account manager proactively checks in every month. Keep up the great work.
C05655,Pioneer Systems,Fintech,NA,Starter,3,86.88,2025-07-23,2026-07-12,2,6,0,,Our budget was cut and the platform was the first thing to go.
C05656,Harbor Software,SaaS,EMEA,Growth,29,1656.72,2025-12-11,2026-08-21,1,9,0,,Every ticket we raised was resolved the same day.
C05657,Orbit Health Ltd,Logistics,NA,Growth,43,2491.96,2026-05-15,2026-08-21,1,8,0,,Would love a two-way calendar sync. Happy enough to stay for now.
C05658,Halcyon Retail GmbH,Manufacturing,EMEA,Starter,5,139.95,2024-01-08,2026-08-15,2,7,0,,"Most of the team uses it weekly, a few power users daily."
C05659,Brightline Networks Co,SaaS,NA,Starter,3,84.6,2024-12-24,2026-08-23,2,6,0,,Response times got noticeably worse over the last quarter.
C05660,Solstice Media,Manufacturing,LATAM,Starter,6,178.04,2026-03-11,2026-08-28,0,8,0,,"The Slack integration is handy, the HubSpot one is limited."
C05661,Oakridge Labs Ltd,Retail,APAC,Starter,3,91.13,2024-12-24,2026-03-14,7,4,1,Integration gaps,It took weeks to import our data and the docs were out of date.
C05662,Pioneer Dynamics GmbH,SaaS,NA,Starter,3,89.54,2025-08-11,2026-08-27,1,8,0,,"Mostly stable, with the occasional slow dashboard. Some room for improvement."
C05663,Solstice Foods GmbH,Healthcare,NA,Starter,8,241.82,2025-06-29,2026-08-15,4,4,0,,Reporting is too rigid; we ended up exporting to spreadsheets anyway.
C05664,Cobalt Learning,SaaS,NA,Growth,40,2187.76,2026-06-14,2026-08-21,1,7,0,,The mobile app lags behind the web app. Overall it is fine.
C05665,Vertex Labs,SaaS,EMEA,Starter,4,115.69,2024-03-10,2026-08-21,0,9,0,,Our account manager proactively checks in every month.
C05666,Lumen Dynamics Ltd,Education,EMEA,Starter,4,125.33,2023-09-11,2026-08-19,0,9,0,,Excellent documentation and training videos. We plan to add more seats next quarter.
C05667,Crescent Retail Co,Fintech,EMEA,Starter,7,216.72,2026-03-14,2026-08-13,3,5,0,,Escalations go nowhere; we had to chase our account manager repeatedly.
C05668,Bluepeak Group Ltd,Media,APAC,Growth,21,1274.4,2024-08-11,2026-08-28,2,6,0,,The API is rate limited so aggressively that our sync jobs fail nightly.
C05669,Keystone Dynamics Ltd,Education,EMEA,Growth,43,2463.85,2023-09-05,2026-06-28,2,7,1,Budget cuts,Costs are acceptable for what we use today.
C05670,Sable Foods Co,Media,EMEA,Growth,22,1342.58,2025-03-28,2026-08-12,0,8,0,,Covers our core needs; advanced reporting is limited.
C05671,Brightline Logistics,Healthcare,NA,Growth,10,561.54,2025-12-22,2026-08-11,1,6,0,,The price per seat is hard to justify for a team our size. Frustrating overall.
C05672,Foxglove Labs,Media,EMEA,Growth,69,3780.03,2025-08-31,2026-08-14,1,5,0,,No phone support and email replies take forever. Renewal is unlikely.
C05673,Redwood Digital,Retail,EMEA,Starter,2,61.47,2024-03-04,2026-03-22,2,8,1,Low usage / no longer needed,Support quality varies a lot depending on who picks up the ticket.
C05674,Solstice Studio Inc,Healthcare,APAC,Starter,2,59.67,2026-03-09,2026-06-03,1,9,1,Too expensive,Pricing is fair but the Growth tier is a big jump from Starter.
C05675,Vertex Works GmbH,Retail,NA,Growth,13,765.05,2023-02-21,2026-07-26,3,6,0,,The mobile app crashes whenever we open a large report.
C05676,Nimbus Retail GmbH,Media,NA,Starter,6,184.5,2026-02-11,2026-08-14,2,8,0,,Covers our core needs; advanced reporting is limited. Some room for improvement.
C05677,Orbit Learning,SaaS,NA,Enterprise,213,18188.72,2023-08-22,2026-08-13,1,6,0,,We pay for features we never use; the plan tiers make no sense.
C05678,Crescent Systems,Healthcare,LATAM,Growth,28,1701.93,2023-10-29,2026-07-05,0,10,0,,Reliable exports and fast reports every time. We plan to add more seats next quarter.
C05679,Pioneer Robotics Ltd,Manufacturing,EMEA,Growth,41,2283.37,2024-02-06,2026-08-26,4,5,0,,Missing basic features like bulk edit and custom roles.
C05680,Granite Robotics,Retail,NA,Growth,29,1748.04,2024-06-23,2026-06-25,6,1,1,Onboarding too complex,The setup wizard failed twice and we gave up on the advanced features.
C05681,Evergreen Digital,Media,NA,Enterprise,249,21466.85,2023-03-03,2026-08-25,3,5,0,,We opened four tickets for the same bug and got four different answers. It has been a disappointing year.
C05682,Foxglove Dynamics,Retail,EMEA,Starter,5,152.54,2025-07-05,2026-08-13,1,6,0,,We opened four tickets for the same bug and got four different answers. Renewal is unlikely.
C05683,Riverbend Networks Inc,SaaS,APAC,Starter,7,214.61,2023-06-17,2026-05-12,6,4,1,Too expensive,Exports randomly fail with no error message. We are evaluating alternatives.
C05684,Brightline Health,Healthcare,LATAM,Enterprise,261,21566.85,2023-06-18,2026-08-20,2,7,0,,The tutorials are helpful; the data import could be smoother. Happy enough to stay for now.
C05685,Granite Group Ltd,Retail,APAC,Growth,29,1735.33,2023-01-07,2026-06-06,3,4,0,,The support team is friendly but never actually fixes anything. Would not recommend at this point.
C05686,Copperfield Partners Inc,SaaS,APAC,Starter,14,426.64,2026-05-09,2026-08-15,1,10,0,,"Great value for the price, especially on the annual plan."
C05687,Nimbus Studio Inc,SaaS,NA,Starter,6,173.08,2023-03-03,2026-02-07,5,3,1,Low usage / no longer needed,The setup wizard failed twice and we gave up on the advanced features.
C05688,Zenith Works LLC,SaaS,NA,Starter,7,192.37,2025-08-11,2026-02-14,3,7,1,Low usage / no longer needed,Onboarding was fine but could use more templates.
C05689,Ember Dynamics Inc,Manufacturing,EMEA,Growth,46,2432.28,2025-03-19,2026-08-23,1,6,0,,It took weeks to import our data and the docs were out of date.
C05690,Mosaic Robotics,Media,EMEA,Starter,11,308.29,2025-11-23,2026-08-25,2,8,0,,Tickets get resolved eventually but it takes follow-ups.
C05691,Cobalt Networks,Healthcare,NA,Starter,6,170.81,2024-07-28,2026-06-09,3,7,1,Poor support experience,Tickets get resolved eventually but it takes follow-ups.
C05692,Keystone Software,SaaS,EMEA,Starter,9,253.21,2026-03-03,2026-07-08,1,5,0,,The API is rate limited so aggressively that our sync jobs fail nightly.
C05693,Ember Group,Healthcare,NA,Enterprise,176,15420.06,2024-08-24,2026-08-14,0,9,0,,Feature releases ship every month and they listen to feedback.
C05694,Beacon Robotics Co,Media,NA,Growth,39,2116.23,2023-08-16,2026-05-02,2,5,1,Integration gaps,"No native Slack or HubSpot connector, so we had to build our own. We are evaluating alternatives."
C05695,Copperfield Labs Co,Manufacturing,NA,Growth,35,2017.33,2026-02-25,2026-08-15,2,8,0,,"Mostly stable, with the occasional slow dashboard. Happy enough to stay for now."
C05696,Pioneer Digital Co,Fintech,APAC,Enterprise,200,16069.09,2024-06-22,2026-08-16,2,7,0,,Would love a two-way calendar sync.
C05697,Cascade Logistics LLC,SaaS,EMEA,Starter,7,200.13,2023-01-08,2026-08-29,3,7,0,,"No major issues, some minor bugs here and there. Some room for improvement."
C05698,Orbit Retail LLC,Media,EMEA,Growth,58,3195.73,2025-04-11,2026-06-19,4,5,1,Poor support experience,We had three outages in one month during peak hours. Renewal is unlikely.
C05699,Nimbus Logistics Ltd,Media,APAC,Growth,18,1096.44,2024-02-14,2026-08-23,3,5,0,,The Salesforce integration breaks every other week. Renewal is unlikely.
C05700,Harbor Group,SaaS,APAC,Growth,33,1893.54,2025-11-15,2026-08-18,3,7,0,,Support quality varies a lot depending on who picks up the ticket.
